airport,baggageId,eventId,timestamp,type,customerId,rushbag,special,weight,email,name,phone,target
PVG,01d5e96a-684c-48bd-afd9-9df0ebcb6c62,bda99517-859f-450d-8fbb-2ebf97cf0b2a,2019-11-16T03:08:24.619Z,UNLOADED,57626176-dcb8-461b-9064-afb9f5e90f97,N,H,40.1,elias.heikkinen@qoco.aero,Elias Heikkinen,+367 4154398,PVG
PVG,01d5e96a-684c-48bd-afd9-9df0ebcb6c62,0eff63ca-736d-4718-ae41-3176f32913af,2019-11-16T03:36:29.429Z,CLAIMED,57626176-dcb8-461b-9064-afb9f5e90f97,N,H,40.1,elias.heikkinen@qoco.aero,Elias Heikkinen,+367 4154398,PVG
ORD,caf39270-78ca-4881-b7d0-ce44165c837c,8faa3f3a-b0c4-4407-a4fd-f7d83028b818,2019-11-15T07:23:48.969Z,CHECKED_IN,617f3bed-f987-4cdf-ac70-00bc77f80da9,N,H,38.8,mikael.nieminen@qoco.aero,Mikael Nieminen,+939 6093778,LAX
ORD,caf39270-78ca-4881-b7d0-ce44165c837c,9fb1ab3d-769c-4a6b-a734-3cf555116001,2019-11-15T08:03:00.277Z,LOADED,617f3bed-f987-4cdf-ac70-00bc77f80da9,N,H,38.8,mikael.nieminen@qoco.aero,Mikael Nieminen,+939 6093778,LAX
HND,caf39270-78ca-4881-b7d0-ce44165c837c,a5011010-0c9a-4598-b0ba-478866d52405,2019-11-15T12:12:52.658Z,UNLOADED,617f3bed-f987-4cdf-ac70-00bc77f80da9,N,H,38.8,mikael.nieminen@qoco.aero,Mikael Nieminen,+939 6093778,LAX
LAX,caf39270-78ca-4881-b7d0-ce44165c837c,67fcd492-991f-494c-9c20-fd88b343ae64,2019-11-15T13:12:31.858Z,MISSING,617f3bed-f987-4cdf-ac70-00bc77f80da9,N,H,38.8,mikael.nieminen@qoco.aero,Mikael Nieminen,+939 6093778,LAX
HEL,78696b39-e03b-49b0-be09-bdb8f89af67d,7fcec660-175b-48db-a505-383163e188c7,2019-11-15T02:04:23.318Z,CHECKED_IN,772eb51c-cd33-4469-b9e1-39beaf895bf8,Y,N,5.0,johannes.heikkinen@qoco.aero,Johannes Heikkinen,+943 4459849,LAX
HEL,78696b39-e03b-49b0-be09-bdb8f89af67d,eed8e8cc-7e37-4afa-98d1-0f94df0f5024,2019-11-15T02:15:36.885Z,LOADED,772eb51c-cd33-4469-b9e1-39beaf895bf8,Y,N,5.0,johannes.heikkinen@qoco.aero,Johannes Heikkinen,+943 4459849,LAX
LAX,78696b39-e03b-49b0-be09-bdb8f89af67d,366f6261-2628-43b4-b9d2-a6568a064bcb,2019-11-15T14:38:36.983Z,UNLOADED,772eb51c-cd33-4469-b9e1-39beaf895bf8,Y,N,5.0,johannes.heikkinen@qoco.aero,Johannes Heikkinen,+943 4459849,LAX
LAX,78696b39-e03b-49b0-be09-bdb8f89af67d,2b816e91-e8d6-42b2-8e90-c5f09bc54234,2019-11-15T15:06:47.453Z,DAMAGED,772eb51c-cd33-4469-b9e1-39beaf895bf8,Y,N,5.0,johannes.heikkinen@qoco.aero,Johannes Heikkinen,+943 4459849,LAX
LAX,78696b39-e03b-49b0-be09-bdb8f89af67d,4f60827b-f411-4876-8159-3a0c62ed6a4c,2019-11-15T15:37:38.590Z,CLAIMED,772eb51c-cd33-4469-b9e1-39beaf895bf8,Y,N,5.0,johannes.heikkinen@qoco.aero,Johannes Heikkinen,+943 4459849,LAX
PEK,d37fb53e-d06e-4912-9290-ae7541b5312c,59cf2d44-69c0-4d96-bf1b-166412a593e2,2019-11-15T11:29:50.485Z,CHECKED_IN,019e9d60-ac50-4e33-b6dd-391248119707,N,A,5.0,ilmari.mäkinen@qoco.aero,Ilmari Mäkinen,+115 3893341,LHR
PEK,d37fb53e-d06e-4912-9290-ae7541b5312c,12a712fc-e44b-45be-9184-82abecafeb1b,2019-11-15T12:00:50.803Z,LOADED,019e9d60-ac50-4e33-b6dd-391248119707,N,A,5.0,ilmari.mäkinen@qoco.aero,Ilmari Mäkinen,+115 3893341,LHR
LHR,d37fb53e-d06e-4912-9290-ae7541b5312c,23c4f3f3-a9b3-4e9a-ac58-166f80eca080,2019-11-15T23:32:29.203Z,UNLOADED,019e9d60-ac50-4e33-b6dd-391248119707,N,A,5.0,ilmari.mäkinen@qoco.aero,Ilmari Mäkinen,+115 3893341,LHR
LHR,d37fb53e-d06e-4912-9290-ae7541b5312c,d96a79cc-9286-4d4e-8446-226460fc057a,2019-11-16T00:12:51.931Z,CLAIMED,019e9d60-ac50-4e33-b6dd-391248119707,N,A,5.0,ilmari.mäkinen@qoco.aero,Ilmari Mäkinen,+115 3893341,LHR
HKG,d5bb42c7-12db-4875-8c27-f0da0a3d0257,b4300f08-9826-4dcf-8850-efc4b956397d,2019-11-15T05:03:59.161Z,CHECKED_IN,a14463fa-9a7c-4e79-b37b-6d48b43bcec7,N,N,6.7,onni.koskinen@qoco.aero,Onni Koskinen,+722 9719009,PVG
HKG,d5bb42c7-12db-4875-8c27-f0da0a3d0257,86ad8129-3347-430e-8eac-1eadea22947d,2019-11-15T05:48:41.846Z,LOADED,a14463fa-9a7c-4e79-b37b-6d48b43bcec7,N,N,6.7,onni.koskinen@qoco.aero,Onni Koskinen,+722 9719009,PVG
PEK,d5bb42c7-12db-4875-8c27-f0da0a3d0257,97d92097-a9b5-48ba-8228-1ab0f81d5265,2019-11-15T07:20:08.831Z,UNLOADED,a14463fa-9a7c-4e79-b37b-6d48b43bcec7,N,N,6.7,onni.koskinen@qoco.aero,Onni Koskinen,+722 9719009,PVG
PVG,d5bb42c7-12db-4875-8c27-f0da0a3d0257,fae6b51b-42cc-4285-95b3-d3397c6bd0c7,2019-11-15T08:19:41.610Z,MISSING,a14463fa-9a7c-4e79-b37b-6d48b43bcec7,N,N,6.7,onni.koskinen@qoco.aero,Onni Koskinen,+722 9719009,PVG
HKG,c26cb293-a897-4887-9ed5-2d3e9cc44c60,7f26e895-49e0-4401-86f4-76ce9f1d3961,2019-11-15T10:09:37.814Z,CHECKED_IN,37cb5035-6e81-4a90-aa28-6f56a8d5f85b,N,L,13.0,elias.hämäläinen@qoco.aero,Elias Hämäläinen,+291 1565751,LHR
HKG,c26cb293-a897-4887-9ed5-2d3e9cc44c60,076e2d80-00a3-46ef-9a2d-9c2d75dac3da,2019-11-15T10:13:43.813Z,LOADED,37cb5035-6e81-4a90-aa28-6f56a8d5f85b,N,L,13.0,elias.hämäläinen@qoco.aero,Elias Hämäläinen,+291 1565751,LHR
HEL,c26cb293-a897-4887-9ed5-2d3e9cc44c60,fb27c213-741c-4084-95d8-8e5a807bb245,2019-11-15T23:54:50.069Z,UNLOADED,37cb5035-6e81-4a90-aa28-6f56a8d5f85b,N,L,13.0,elias.hämäläinen@qoco.aero,Elias Hämäläinen,+291 1565751,LHR
LHR,c26cb293-a897-4887-9ed5-2d3e9cc44c60,7522d468-69ca-4d68-a057-d99b7470c580,2019-11-16T00:55:26.116Z,MISSING,37cb5035-6e81-4a90-aa28-6f56a8d5f85b,N,L,13.0,elias.hämäläinen@qoco.aero,Elias Hämäläinen,+291 1565751,LHR
DXB,93285f3b-faea-4908-945d-5417bcd49c73,04331fe9-f726-4588-925e-adaba1aa2d29,2019-11-15T01:57:46.771Z,CHECKED_IN,44cf8126-5b10-4ef5-8775-d346dd268df5,N,LC,8.8,maria.virtanen@qoco.aero,Maria Virtanen,+912 6977805,HND
DXB,93285f3b-faea-4908-945d-5417bcd49c73,f268aa80-85eb-4af7-bd07-843f530b6502,2019-11-15T02:45:53.025Z,LOADED,44cf8126-5b10-4ef5-8775-d346dd268df5,N,LC,8.8,maria.virtanen@qoco.aero,Maria Virtanen,+912 6977805,HND
LAX,93285f3b-faea-4908-945d-5417bcd49c73,f683414e-7563-49f6-9631-0eb09a62b754,2019-11-15T18:21:37.768Z,UNLOADED,44cf8126-5b10-4ef5-8775-d346dd268df5,N,LC,8.8,maria.virtanen@qoco.aero,Maria Virtanen,+912 6977805,HND
HND,93285f3b-faea-4908-945d-5417bcd49c73,5f1c6660-f28e-40ef-9f41-a2e485b9d150,2019-11-15T19:26:58.447Z,MISSING,44cf8126-5b10-4ef5-8775-d346dd268df5,N,LC,8.8,maria.virtanen@qoco.aero,Maria Virtanen,+912 6977805,HND
PEK,17158d9f-ccd7-4dac-b81c-03e0a42e31c3,9ef3db2b-da93-4281-8bcf-310621910bd4,2019-11-15T10:47:54.977Z,CHECKED_IN,4888ed61-da7a-4fb5-92e6-9c71d8cf63ba,N,H,25.2,amanda.järvinen@qoco.aero,Amanda Järvinen,+741 7528261,ATL
PEK,17158d9f-ccd7-4dac-b81c-03e0a42e31c3,f9a97ee8-8b8a-4edd-a3a9-097f6a69cf54,2019-11-15T11:38:46.766Z,LOADED,4888ed61-da7a-4fb5-92e6-9c71d8cf63ba,N,H,25.2,amanda.järvinen@qoco.aero,Amanda Järvinen,+741 7528261,ATL
PVG,17158d9f-ccd7-4dac-b81c-03e0a42e31c3,ae99fa2a-1a32-4217-a868-370688c1cb6c,2019-11-15T14:53:00.208Z,UNLOADED,4888ed61-da7a-4fb5-92e6-9c71d8cf63ba,N,H,25.2,amanda.järvinen@qoco.aero,Amanda Järvinen,+741 7528261,ATL
PVG,17158d9f-ccd7-4dac-b81c-03e0a42e31c3,979f7583-f096-4976-9bcd-26be5d2a9d1d,2019-11-15T15:26:34.369Z,DAMAGED,4888ed61-da7a-4fb5-92e6-9c71d8cf63ba,N,H,25.2,amanda.järvinen@qoco.aero,Amanda Järvinen,+741 7528261,ATL
PVG,17158d9f-ccd7-4dac-b81c-03e0a42e31c3,4db3166d-45a1-4f4e-abc2-ce6a36326a74,2019-11-15T16:14:34.516Z,LOADED,4888ed61-da7a-4fb5-92e6-9c71d8cf63ba,N,H,25.2,amanda.järvinen@qoco.aero,Amanda Järvinen,+741 7528261,ATL
DXB,17158d9f-ccd7-4dac-b81c-03e0a42e31c3,cdef15c9-c48a-45b9-a210-4335ced734c2,2019-11-15T20:27:11.691Z,UNLOADED,4888ed61-da7a-4fb5-92e6-9c71d8cf63ba,N,H,25.2,amanda.järvinen@qoco.aero,Amanda Järvinen,+741 7528261,ATL
ATL,17158d9f-ccd7-4dac-b81c-03e0a42e31c3,d4f76997-5612-4a53-b624-7e3242464e39,2019-11-15T20:50:11.278Z,MISSING,4888ed61-da7a-4fb5-92e6-9c71d8cf63ba,N,H,25.2,amanda.järvinen@qoco.aero,Amanda Järvinen,+741 7528261,ATL
PVG,d2b2a0d5-bb6e-4422-87b8-28a329fa5455,5e857464-fdee-40f0-ab49-25ca73bbbc6f,2019-11-15T07:35:55.239Z,CHECKED_IN,68aba14b-ead7-4c42-989e-cba5f4ee5d44,N,A,6.7,matilda.korhonen@qoco.aero,Matilda Korhonen,+105 1993366,PEK
PVG,d2b2a0d5-bb6e-4422-87b8-28a329fa5455,389208ae-16e7-4bd4-b6d7-5de6e7c9b8be,2019-11-15T08:17:06.598Z,LOADED,68aba14b-ead7-4c42-989e-cba5f4ee5d44,N,A,6.7,matilda.korhonen@qoco.aero,Matilda Korhonen,+105 1993366,PEK
ORD,d2b2a0d5-bb6e-4422-87b8-28a329fa5455,bf8fd8d1-cd6b-4bc6-8eef-d47b923bc4b4,2019-11-15T23:53:05.289Z,UNLOADED,68aba14b-ead7-4c42-989e-cba5f4ee5d44,N,A,6.7,matilda.korhonen@qoco.aero,Matilda Korhonen,+105 1993366,PEK
ORD,d2b2a0d5-bb6e-4422-87b8-28a329fa5455,2d32e053-1094-48a5-896b-ab406de64a07,2019-11-16T01:07:54.349Z,LOADED,68aba14b-ead7-4c42-989e-cba5f4ee5d44,N,A,6.7,matilda.korhonen@qoco.aero,Matilda Korhonen,+105 1993366,PEK
PEK,d2b2a0d5-bb6e-4422-87b8-28a329fa5455,76ebc250-f736-481e-8281-b78ecaf84e0e,2019-11-16T15:49:40.810Z,UNLOADED,68aba14b-ead7-4c42-989e-cba5f4ee5d44,N,A,6.7,matilda.korhonen@qoco.aero,Matilda Korhonen,+105 1993366,PEK
PEK,d2b2a0d5-bb6e-4422-87b8-28a329fa5455,2985f77f-4eff-4f6f-85af-2f2936b185e1,2019-11-16T16:15:17.484Z,CLAIMED,68aba14b-ead7-4c42-989e-cba5f4ee5d44,N,A,6.7,matilda.korhonen@qoco.aero,Matilda Korhonen,+105 1993366,PEK
ATL,1ccc4c2b-e9de-441d-a670-4062d39b118a,0c42ba92-6bfb-46a8-b401-17f51be7ca5f,2019-11-15T08:11:21.407Z,CHECKED_IN,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,C,9.4,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
ATL,1ccc4c2b-e9de-441d-a670-4062d39b118a,28504b9f-05db-499b-98cd-9344f5698736,2019-11-15T08:37:03.553Z,LOADED,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,C,9.4,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
ORD,1ccc4c2b-e9de-441d-a670-4062d39b118a,637a1044-0ecc-49b9-97c9-b73f798e46bd,2019-11-15T12:17:20.590Z,UNLOADED,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,C,9.4,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
ORD,1ccc4c2b-e9de-441d-a670-4062d39b118a,cde78df2-0918-4ee9-ae30-04875e63c125,2019-11-15T12:48:29.367Z,CLAIMED,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,C,9.4,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
LHR,8f4ab51a-fbbf-4e0f-8802-f64f7a3e601c,4f844fec-182e-4977-900e-f4f1acf7e4d3,2019-11-15T11:45:42.421Z,CHECKED_IN,42f8dde7-73c7-440a-8761-89351f93f801,N,H,43.8,helmi.hämäläinen@qoco.aero,Helmi Hämäläinen,+602 5076164,PVG
LHR,8f4ab51a-fbbf-4e0f-8802-f64f7a3e601c,9f0f980c-42db-4b77-afef-b493a5d19f55,2019-11-15T12:37:38.901Z,LOADED,42f8dde7-73c7-440a-8761-89351f93f801,N,H,43.8,helmi.hämäläinen@qoco.aero,Helmi Hämäläinen,+602 5076164,PVG
PVG,8f4ab51a-fbbf-4e0f-8802-f64f7a3e601c,383e4174-26c2-477c-9de8-6e30609d8008,2019-11-16T00:53:58.305Z,UNLOADED,42f8dde7-73c7-440a-8761-89351f93f801,N,H,43.8,helmi.hämäläinen@qoco.aero,Helmi Hämäläinen,+602 5076164,PVG
PVG,8f4ab51a-fbbf-4e0f-8802-f64f7a3e601c,0352d389-9b7d-4af5-8d33-29384bb53529,2019-11-16T01:27:33.287Z,DAMAGED,42f8dde7-73c7-440a-8761-89351f93f801,N,H,43.8,helmi.hämäläinen@qoco.aero,Helmi Hämäläinen,+602 5076164,PVG
PVG,8f4ab51a-fbbf-4e0f-8802-f64f7a3e601c,7d8b83ec-dfa2-4f0c-a721-a03978fc6890,2019-11-16T02:02:47.603Z,CLAIMED,42f8dde7-73c7-440a-8761-89351f93f801,N,H,43.8,helmi.hämäläinen@qoco.aero,Helmi Hämäläinen,+602 5076164,PVG
PVG,fd65bd9a-5bae-4740-943d-cac10b89febe,d1a9d7b9-e8d6-4a69-82f8-f584f3c52a23,2019-11-15T05:23:07.120Z,CHECKED_IN,3cbe7e66-77cc-4fcf-86dc-5ff5f1e2ad96,N,N,20.2,olavi.järvinen@qoco.aero,Olavi Järvinen,+886 1850968,ORD
PVG,fd65bd9a-5bae-4740-943d-cac10b89febe,2ae9f62d-79bc-40d8-a381-ed6b5b3c609b,2019-11-15T05:58:00.798Z,LOADED,3cbe7e66-77cc-4fcf-86dc-5ff5f1e2ad96,N,N,20.2,olavi.järvinen@qoco.aero,Olavi Järvinen,+886 1850968,ORD
ORD,fd65bd9a-5bae-4740-943d-cac10b89febe,08cf6afd-6d07-4980-87bb-a4cc6ef7e0c3,2019-11-15T21:49:00.485Z,UNLOADED,3cbe7e66-77cc-4fcf-86dc-5ff5f1e2ad96,N,N,20.2,olavi.järvinen@qoco.aero,Olavi Järvinen,+886 1850968,ORD
ORD,fd65bd9a-5bae-4740-943d-cac10b89febe,f5f60284-36e4-4914-854d-fc61d649e5ec,2019-11-15T22:18:17.323Z,CLAIMED,3cbe7e66-77cc-4fcf-86dc-5ff5f1e2ad96,N,N,20.2,olavi.järvinen@qoco.aero,Olavi Järvinen,+886 1850968,ORD
LHR,5731ff16-6e76-4947-abce-f1fbbb68f936,b4bde993-1ed2-4642-a102-7f35d82ae97e,2019-11-15T02:30:23.765Z,CHECKED_IN,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
LHR,5731ff16-6e76-4947-abce-f1fbbb68f936,cae782c0-c250-4df5-ab15-ac10d1496cba,2019-11-15T03:09:17.181Z,LOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
ORD,5731ff16-6e76-4947-abce-f1fbbb68f936,3e16baff-27d9-486e-8824-80043bf1d070,2019-11-15T13:46:49.185Z,UNLOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
ORD,5731ff16-6e76-4947-abce-f1fbbb68f936,201bda8a-42b4-45e2-a6c2-b36733587d50,2019-11-15T14:33:06.530Z,LOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
ATL,5731ff16-6e76-4947-abce-f1fbbb68f936,2a2c697f-d7e7-43ba-9dd3-d496a57ad689,2019-11-15T17:55:15.411Z,UNLOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
ATL,5731ff16-6e76-4947-abce-f1fbbb68f936,a61c0de7-b564-4aac-897a-983f91fd3d25,2019-11-15T18:19:10.092Z,DAMAGED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
ATL,5731ff16-6e76-4947-abce-f1fbbb68f936,c94eaf3f-5a5b-41ef-9529-e6a17271026a,2019-11-15T19:14:37.060Z,LOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
DXB,5731ff16-6e76-4947-abce-f1fbbb68f936,28d5271c-adca-4cb5-8a36-aab7ffdd2de4,2019-11-16T12:55:12.127Z,UNLOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
DXB,5731ff16-6e76-4947-abce-f1fbbb68f936,c57b03c1-eef2-4b1a-b834-257c911221a7,2019-11-16T14:02:22.082Z,LOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
HND,5731ff16-6e76-4947-abce-f1fbbb68f936,1e3e9fa3-55f4-410e-beb5-56742d83f15c,2019-11-17T01:00:45.752Z,UNLOADED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
HND,5731ff16-6e76-4947-abce-f1fbbb68f936,6117082f-ccfb-4eb2-838b-7ac59e3a943e,2019-11-17T01:13:13.171Z,CLAIMED,4203f4a9-1fe9-4a70-858f-a054f809690f,Y,LTW,8.4,matilda.koskinen@qoco.aero,Matilda Koskinen,+644 9097750,HND
LAX,07ccb967-6802-45a2-8148-f4b38170363e,70cd1dc3-a772-4087-9b13-db8ac151c0e1,2019-11-15T05:58:05.516Z,CHECKED_IN,eac7a4d0-0553-4ffa-b0e2-aa62d58c53e9,N,N,10.5,johannes.hämäläinen@qoco.aero,Johannes Hämäläinen,+843 6863743,ORD
LAX,07ccb967-6802-45a2-8148-f4b38170363e,93a2f5d6-4c7c-4f39-8b61-88ab9340b8e2,2019-11-15T06:11:56.749Z,LOADED,eac7a4d0-0553-4ffa-b0e2-aa62d58c53e9,N,N,10.5,johannes.hämäläinen@qoco.aero,Johannes Hämäläinen,+843 6863743,ORD
ORD,07ccb967-6802-45a2-8148-f4b38170363e,31c7ac3e-5763-4025-a8ad-618eaa155dad,2019-11-15T10:52:31.373Z,UNLOADED,eac7a4d0-0553-4ffa-b0e2-aa62d58c53e9,N,N,10.5,johannes.hämäläinen@qoco.aero,Johannes Hämäläinen,+843 6863743,ORD
ORD,07ccb967-6802-45a2-8148-f4b38170363e,0f9cb08d-1dbc-4230-84a2-b478e6f049ef,2019-11-15T11:32:30.906Z,CLAIMED,eac7a4d0-0553-4ffa-b0e2-aa62d58c53e9,N,N,10.5,johannes.hämäläinen@qoco.aero,Johannes Hämäläinen,+843 6863743,ORD
DXB,87c30225-c890-4e32-a434-b33d9c3ce6af,78eb59a2-b01d-4ab8-ab8a-b7077eb3e1e4,2019-11-15T09:34:45.325Z,CHECKED_IN,6ffe7f32-c459-4d5e-8890-f90840cba8d9,N,LC,5.2,emilia.korhonen@qoco.aero,Emilia Korhonen,+810 1360089,ATL
DXB,87c30225-c890-4e32-a434-b33d9c3ce6af,11012144-0418-40ea-a41e-b0a8a037b238,2019-11-15T10:32:16.796Z,LOADED,6ffe7f32-c459-4d5e-8890-f90840cba8d9,N,LC,5.2,emilia.korhonen@qoco.aero,Emilia Korhonen,+810 1360089,ATL
ATL,87c30225-c890-4e32-a434-b33d9c3ce6af,9c6b3a12-6b3e-4633-aa67-f91336e445d0,2019-11-16T04:15:18.550Z,UNLOADED,6ffe7f32-c459-4d5e-8890-f90840cba8d9,N,LC,5.2,emilia.korhonen@qoco.aero,Emilia Korhonen,+810 1360089,ATL
ATL,87c30225-c890-4e32-a434-b33d9c3ce6af,ce9d57b4-d1c4-4b6c-862a-f1d633781559,2019-11-16T04:33:51.149Z,CLAIMED,6ffe7f32-c459-4d5e-8890-f90840cba8d9,N,LC,5.2,emilia.korhonen@qoco.aero,Emilia Korhonen,+810 1360089,ATL
ATL,0f4d351d-1be5-454e-bca5-25e4f034ca73,b2da314f-87f9-4960-bd52-ba69405c7e7c,2019-11-15T08:12:06.749Z,CHECKED_IN,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,N,8.2,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
ATL,0f4d351d-1be5-454e-bca5-25e4f034ca73,4cb7d8f2-5b78-486a-bde0-23f3ac3745ff,2019-11-15T08:38:38.469Z,LOADED,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,N,8.2,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
ORD,0f4d351d-1be5-454e-bca5-25e4f034ca73,c69e8949-936f-4f5d-ac7d-05fbc1afbc94,2019-11-15T12:19:40.789Z,UNLOADED,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,N,8.2,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
ORD,0f4d351d-1be5-454e-bca5-25e4f034ca73,394ef9fe-38d9-47ea-adb3-6ae0e8ce4e0e,2019-11-15T12:49:34.607Z,CLAIMED,a3482c73-ac30-4cdb-aaa1-f5a94e77c62c,N,N,8.2,oliver.heikkinen@qoco.aero,Oliver Heikkinen,+750 1528125,ORD
HEL,36cdc861-5370-472e-9e7c-1f605b5a6996,f914421c-8010-4d23-b156-17553e89dcba,2019-11-15T10:45:38.361Z,CHECKED_IN,f7c6c6fb-4045-4d03-a5c9-7db6941a287e,N,W,6.5,ilmari.virtanen@qoco.aero,Ilmari Virtanen,+963 5360774,PEK
HEL,36cdc861-5370-472e-9e7c-1f605b5a6996,08590104-5775-487f-9eab-c736655f6c03,2019-11-15T11:06:31.781Z,LOADED,f7c6c6fb-4045-4d03-a5c9-7db6941a287e,N,W,6.5,ilmari.virtanen@qoco.aero,Ilmari Virtanen,+963 5360774,PEK
PEK,36cdc861-5370-472e-9e7c-1f605b5a6996,8ab9d1f8-a4bd-4e4d-8128-0784c072cbf6,2019-11-15T19:48:31.077Z,UNLOADED,f7c6c6fb-4045-4d03-a5c9-7db6941a287e,N,W,6.5,ilmari.virtanen@qoco.aero,Ilmari Virtanen,+963 5360774,PEK
PEK,36cdc861-5370-472e-9e7c-1f605b5a6996,2dc58b6c-b492-4444-a2ff-d62998c083f9,2019-11-15T20:13:49.684Z,CLAIMED,f7c6c6fb-4045-4d03-a5c9-7db6941a287e,N,W,6.5,ilmari.virtanen@qoco.aero,Ilmari Virtanen,+963 5360774,PEK
CDG,483aecd2-81eb-4a24-b4f8-3dafa619be4e,0aa373c0-c035-4e1f-8f76-054bba9e645d,2019-11-15T09:19:48.153Z,CHECKED_IN,b2a09846-340e-4d7f-849b-0d640bd5a6a0,N,L,14.3,mikael.laine@qoco.aero,Mikael Laine,+651 2069021,ORD
CDG,483aecd2-81eb-4a24-b4f8-3dafa619be4e,346378eb-6ea0-4d44-8c55-b19ad4e32d0d,2019-11-15T09:43:30.145Z,LOADED,b2a09846-340e-4d7f-849b-0d640bd5a6a0,N,L,14.3,mikael.laine@qoco.aero,Mikael Laine,+651 2069021,ORD
ORD,483aecd2-81eb-4a24-b4f8-3dafa619be4e,2c8a8c31-377c-4881-a127-7e1d6601d863,2019-11-15T20:32:02.197Z,UNLOADED,b2a09846-340e-4d7f-849b-0d640bd5a6a0,N,L,14.3,mikael.laine@qoco.aero,Mikael Laine,+651 2069021,ORD
ORD,483aecd2-81eb-4a24-b4f8-3dafa619be4e,cddcd878-7d2b-4224-b4cf-068ed9496c74,2019-11-15T21:03:33.462Z,CLAIMED,b2a09846-340e-4d7f-849b-0d640bd5a6a0,N,L,14.3,mikael.laine@qoco.aero,Mikael Laine,+651 2069021,ORD
